計劃編號,計劃名稱,True Label,Predict Label,Predict Probability,First 5 Label,First 5 Probability
MP10401-0153,能源國家型科技計畫-大型儲電元件與系統技術開發計畫(3/3),能源,能源,0.991,能源;國家標準檢驗;產業人才培育;氣候變遷與減碳;農業,0.991;0.002;0.001;0.001;0.001
MP10401-0097,自由經濟示範區資訊暨關務資源整合服務計畫(1/4),數位轉型與智慧政府,數位轉型與智慧政府,0.987,數位轉型與智慧政府;產業人才培育;電商與物流;中小（堅）企業輔導;生技醫藥與精準醫療,0.987;0.002;0.001;0.001;0.001
MP10602-0133,智慧電動車輛產業推動計畫(4/4),運輸載具,運輸載具,0.961,運輸載具;國防;傳統產業高值化;災害防救;智慧交通,0.961;0.009;0.007;0.004;0.003
MP10503-0005,加速行動寬頻服務及產業發展計畫(1/3)-建構原住民族地區無線寬頻環境計畫,網路通訊/4G/5G/5G+/6G,網路通訊/4G/5G/5G+/6G,0.987,網路通訊/4G/5G/5G+/6G;長照與社會福利;產業人才培育;災害防救;國家標準檢驗,0.987;0.002;0.002;0.002;0.001
MP1022-0095,科學人文跨科際人才培育-大學跨領域溝通能力養成計畫(3/4),校園人才培育,校園人才培育,0.973,校園人才培育;產業人才培育;人才補助與延攬;政策規劃與推動;網路通訊/4G/5G/5G+/6G,0.973;0.005;0.003;0.003;0.003
MP10501-0288,新世代化學應用材料產業輔導與推廣計畫(2/4),化工材料與循環經濟,化工材料與循環經濟,0.973,化工材料與循環經濟;氣候變遷與減碳;水資源管理;農業;傳統產業高值化,0.973;0.003;0.003;0.002;0.002
MP10501-0057,光電及半導體設備產業發展計畫(4/4),晶片半導體,晶片半導體,0.975,晶片半導體;AI、雲端、巨量資料;能源;智慧製造;產業人才培育,0.975;0.003;0.003;0.003;0.003
MP1021-0105,都會區防洪科技(2/4),災害防救,災害防救,0.992,災害防救;網路通訊/4G/5G/5G+/6G;氣候變遷與減碳;物聯網;政策規劃與推動,0.992;0.002;0.001;0.001;0.001
CP10410-0001,未來優質生活實驗場域規劃與建置計畫(1/1),園區管理,園區管理,0.967,園區管理;災害防救;產業人才培育;創新創業;環境監測與污染防治,0.967;0.004;0.004;0.003;0.003
MP10802-0035,智慧機械產業創新AI應用加值計畫(2/4),智慧製造,智慧製造,0.972,智慧製造;產業人才培育;太空/衛星;網路通訊/4G/5G/5G+/6G;數位轉型與智慧政府,0.972;0.005;0.004;0.002;0.002
MP10704-0032,電子光電產業科技發展綱要計畫(4/4),晶片半導體,晶片半導體,0.977,晶片半導體;AI、雲端、巨量資料;產業人才培育;智慧製造;能源,0.977;0.003;0.003;0.003;0.003
MP1022-0164,鐵路智慧平交道安全控制系統與偵測器研發(2/2),智慧交通,智慧交通,0.927,智慧交通;自動駕駛;數位轉型與智慧政府;氣候變遷與減碳;運輸載具,0.927;0.008;0.006;0.006;0.006
MP10802-0270,E化領域科技發展綱要計畫(4/4)-強化農業資通訊發展,智慧農業,智慧農業,0.943,智慧農業;電商與物流;網路通訊/4G/5G/5G+/6G;農業;防疫,0.943;0.009;0.007;0.006;0.006
MP10704-0249,再生能源投(融)資第三方檢測驗證中心計畫(3/4),能源;國家標準檢驗,能源;國家標準檢驗,0.97;0.964,能源;國家標準檢驗;智慧醫療;網路通訊/4G/5G/5G+/6G;氣候變遷與減碳,0.97;0.964;0.011;0.008;0.005
MP10801-0050,技術服務業發展計畫(4/4),設計,設計,0.955,設計;數位內容;傳統產業高值化;政策規劃與推動;工研院與A+,0.955;0.006;0.004;0.004;0.004
MP10602-0251,能源國家型科技計畫—節約能源技術研發(4/4),能源,能源,0.991,能源;國家標準檢驗;產業人才培育;農業;氣候變遷與減碳,0.991;0.002;0.001;0.001;0.001
MP10602-0111,再生水資源創新膜材及系統開發與驗證綱要計畫(2/4),化工材料與循環經濟,化工材料與循環經濟,0.973,化工材料與循環經濟;氣候變遷與減碳;水資源管理;農業;傳統產業高值化,0.973;0.003;0.002;0.002;0.002
MP10902-0193,潔能系統整合與應用人才培育計畫(4/4),產業人才培育;能源,產業人才培育;能源,0.955;0.969,能源;產業人才培育;校園人才培育;生技醫藥與精準醫療;物聯網,0.969;0.955;0.005;0.005;0.005
MP10402-0032,提升國家競技實力之運動醫學暨科學輔助計畫(2/4),運動科技,運動科技,0.875,運動科技;職安;政策規劃與推動;傳統產業高值化;中小（堅）企業輔導,0.875;0.013;0.011;0.011;0.01
MP10401-0229,智慧休閒與運動服務加值計畫(1/4),運動科技,運動科技,0.871,運動科技;職安;傳統產業高值化;政策規劃與推動;智慧醫療,0.871;0.015;0.011;0.01;0.01
CP10301-0045,自由型卓越學研及百人拓荒專案計畫(2/4),人才補助與延攬,人才補助與延攬,0.968,人才補助與延攬;數位轉型與智慧政府;科研計畫補助;食品安全與食品科技;政策規劃與推動,0.968;0.004;0.004;0.004;0.004
MP10501-0193,漁業科技發展綱要計畫(1/4),農業,農業,0.976,農業;能源;電商與物流;食品安全與食品科技;農業生技,0.976;0.003;0.003;0.003;0.003
MP10302-0010,文物高精密科學檢測技術研發應用暨實驗室建置計畫(3/4),文化,文化,0.974,文化;生技醫藥與精準醫療;政策規劃與推動;數位內容;科研計畫補助,0.974;0.003;0.002;0.002;0.002
MP10302-0002,衛生福利科技管理計畫(2/4),政策規劃與推動,政策規劃與推動,0.984,政策規劃與推動;中小（堅）企業輔導;災害防救;創新創業;數位轉型與智慧政府,0.984;0.002;0.002;0.001;0.001
MP10802-0062,晶片設計與半導體科技研發應用計畫(3/4),晶片半導體,晶片半導體,0.977,晶片半導體;AI、雲端、巨量資料;能源;產業人才培育;智慧製造,0.977;0.004;0.003;0.002;0.002
MP10902-0197,肥胖症之整合性智慧醫療研究(2/4),長照與社會福利,長照與社會福利,0.975,長照與社會福利;網路通訊/4G/5G/5G+/6G;政策規劃與推動;生技醫藥與精準醫療;智慧醫療,0.975;0.006;0.003;0.003;0.002
MP10402-0040,打造世界級蛋白質研發重鎮：開創次世代生技產業(1/4),生技醫藥與精準醫療,生技醫藥與精準醫療,0.992,生技醫藥與精準醫療;產業人才培育;長照與社會福利;工研院與A+;文化,0.992;0.001;0.001;0.001;0.001
MP10501-0390,再生水資源創新膜材及系統開發與驗證綱要計畫(1/4),化工材料與循環經濟,化工材料與循環經濟,0.973,化工材料與循環經濟;氣候變遷與減碳;水資源管理;農業;傳統產業高值化,0.973;0.003;0.002;0.002;0.002
CP10703-0044,建構雲端服務及大數據運算平台(3/4),AI、雲端、巨量資料,AI、雲端、巨量資料,0.977,AI、雲端、巨量資料;晶片半導體;產業人才培育;虛擬實境;數位轉型與智慧政府,0.977;0.003;0.003;0.003;0.003
MP10602-0256,電子商務兆元推升計畫(3/4),電商與物流,電商與物流,0.975,電商與物流;智慧農業;數位轉型與智慧政府;農業;網路通訊/4G/5G/5G+/6G,0.975;0.004;0.003;0.003;0.002
MP10605-0024,產學研加速鏈結價創新農業(1/4),創新創業,創新創業,0.986,創新創業;政策規劃與推動;農業;物聯網;生技醫藥與精準醫療,0.986;0.002;0.002;0.001;0.001
MP10501-0126,智慧內容產業發展計畫(2/4),數位內容,數位內容,0.971,數位內容;傳統產業高值化;網路通訊/4G/5G/5G+/6G;水資源管理;文化,0.971;0.003;0.002;0.002;0.002
MP10704-0219,科技服務系統研發與實證加值綱要計畫(1/4),設計,設計,0.958,設計;數位內容;傳統產業高值化;政策規劃與推動;工研院與A+,0.958;0.006;0.005;0.005;0.004
MP10401-0092,建築防火安全工程創新科技及應用研發中程計畫(2/4),災害防救,災害防救,0.991,災害防救;網路通訊/4G/5G/5G+/6G;氣候變遷與減碳;物聯網;政策規劃與推動,0.991;0.002;0.001;0.001;0.001
MP10212-0144,整合中、西藥品質暨安全風險管理機制(2/4),長照與社會福利,長照與社會福利,0.975,長照與社會福利;網路通訊/4G/5G/5G+/6G;政策規劃與推動;生技醫藥與精準醫療;智慧醫療,0.975;0.005;0.004;0.003;0.002
MP10802-0055,化學物質安全使用資訊整合平台及科技化管理計畫(1/4),環境監測與污染防治,環境監測與污染防治,0.977,環境監測與污染防治;氣候變遷與減碳;國家標準檢驗;長照與社會福利;專利與智財,0.977;0.003;0.003;0.002;0.002
MP10902-0080,高值組織再生材料技術開發計畫(1/4),生技醫藥與精準醫療,生技醫藥與精準醫療,0.992,生技醫藥與精準醫療;產業人才培育;長照與社會福利;工研院與A+;科研設施,0.992;0.001;0.001;0.001;0.001
MP10902-0250,設計驅動跨域整合創新計畫(2/4),設計,設計,0.958,設計;數位內容;政策規劃與推動;工研院與A+;智慧製造,0.958;0.006;0.004;0.004;0.004
MP10902-0172,資安跨域整合聯防計畫(1/4),資安,資安,0.96,資安;網路通訊/4G/5G/5G+/6G;產業人才培育;科研設施;虛擬實境,0.96;0.009;0.007;0.004;0.004
CP10703-0004,台灣重要新興感染症(5/5),防疫,防疫,0.977,防疫;產業人才培育;政策規劃與推動;資安;災害防救,0.977;0.002;0.002;0.002;0.002
MP1022-0037,人文及社會科學期刊引文索引資料庫系統建置計畫(3/4),數位轉型與智慧政府,數位轉型與智慧政府,0.987,數位轉型與智慧政府;產業人才培育;電商與物流;中小（堅）企業輔導;物聯網,0.987;0.002;0.001;0.001;0.001
MP10501-0268,智慧聯網技術與應用人才培育計畫(1/4),產業人才培育;物聯網,產業人才培育;物聯網,0.937;0.926,產業人才培育;物聯網;虛擬實境;數位轉型與智慧政府;AI、雲端、巨量資料,0.937;0.926;0.021;0.018;0.01
MP10402-0041,噪音管制及非屬原子能游離輻射暴露評估、光污染防制管理之研究(1/1),環境監測與污染防治,環境監測與污染防治,0.977,環境監測與污染防治;氣候變遷與減碳;國家標準檢驗;長照與社會福利;專利與智財,0.977;0.004;0.003;0.002;0.002
CP10603-0015,南部智慧生醫產業聚落推動計畫(2/4),生技醫藥與精準醫療,生技醫藥與精準醫療,0.992,生技醫藥與精準醫療;產業人才培育;長照與社會福利;工研院與A+;科研設施,0.992;0.001;0.001;0.001;0.001
MP10802-0228,智慧聯網技術與應用人才培育計畫(4/4),產業人才培育;物聯網,產業人才培育;物聯網,0.942;0.929,產業人才培育;物聯網;虛擬實境;數位轉型與智慧政府;AI、雲端、巨量資料,0.942;0.929;0.024;0.017;0.012
MP10902-0288,儲能系統與智慧家庭能源管理系統標準檢測驗證能量建置計畫(1/4),能源,能源,0.992,能源;國家標準檢驗;產業人才培育;氣候變遷與減碳;農業,0.992;0.003;0.001;0.001;0.001
MP10401-0016,提升新世代社群網路偵查暨鑑識能量(3/4),警政與法務,警政與法務,0.971,警政與法務;資安;災害防救;專利與智財;化工材料與循環經濟,0.971;0.004;0.003;0.003;0.003
MP10802-0018,資訊軟硬體智慧化轉型生態系推動計畫(3/4),AI、雲端、巨量資料,AI、雲端、巨量資料,0.977,AI、雲端、巨量資料;晶片半導體;產業人才培育;數位轉型與智慧政府;虛擬實境,0.977;0.003;0.003;0.003;0.003
MP10902-0023,產業政策研究與推動計畫(4/4),政策規劃與推動,政策規劃與推動,0.984,政策規劃與推動;中小（堅）企業輔導;災害防救;數位轉型與智慧政府;創新創業,0.984;0.002;0.002;0.001;0.001
MP10704-0125,專利檢索加值服務計畫(4/4),專利與智財,專利與智財,0.963,專利與智財;警政與法務;職安;環境監測與污染防治;政策規劃與推動,0.963;0.004;0.004;0.004;0.003
CP1022-0171,能源國家型科技計畫能源主軸與產業需求科技研究(1/5),能源,能源,0.991,能源;國家標準檢驗;產業人才培育;農業;氣候變遷與減碳,0.991;0.002;0.001;0.001;0.001
MP10604-0015,中小企業行動支付普及推升計畫(2/4),數位轉型與智慧政府,數位轉型與智慧政府,0.987,數位轉型與智慧政府;產業人才培育;電商與物流;物聯網;中小（堅）企業輔導,0.987;0.002;0.001;0.001;0.001
CP10301-0046,生物、醫、農科學研究發展綱要計畫(1/1),科研計畫補助,科研計畫補助,0.967,科研計畫補助;人才補助與延攬;科研設施;校園人才培育;太空/衛星,0.967;0.005;0.003;0.003;0.003
CP10602-0018,生醫研發加值計畫(2/4),生技醫藥與精準醫療,生技醫藥與精準醫療,0.992,生技醫藥與精準醫療;長照與社會福利;產業人才培育;工研院與A+;科研設施,0.992;0.001;0.001;0.001;0.001
CP10605-0013,生醫研發加值計畫(1/4),生技醫藥與精準醫療,生技醫藥與精準醫療,0.992,生技醫藥與精準醫療;長照與社會福利;產業人才培育;工研院與A+;科研設施,0.992;0.001;0.001;0.001;0.001
CP10603-0004,人文及社會科學研究發展計畫(1/1),科研計畫補助,科研計畫補助,0.966,科研計畫補助;人才補助與延攬;科研設施;太空/衛星;校園人才培育,0.966;0.004;0.003;0.003;0.003
MP10401-0245,農業雲端服務建置計畫(4/4),智慧農業,智慧農業,0.948,智慧農業;電商與物流;網路通訊/4G/5G/5G+/6G;農業;防疫,0.948;0.011;0.006;0.006;0.006
MP10401-0034,核電營運安全領域關鍵技術發展綱要計畫(3/4),能源,能源,0.991,能源;國家標準檢驗;產業人才培育;氣候變遷與減碳;農業,0.991;0.002;0.001;0.001;0.001
MP10605-0020,推動產業創新應用服務實證計畫(1/4),政策規劃與推動,政策規劃與推動,0.985,政策規劃與推動;中小（堅）企業輔導;災害防救;數位轉型與智慧政府;創新創業,0.985;0.002;0.002;0.001;0.001
MP10501-0137,培訓產業創新暨人力加值計畫(2/4),產業人才培育,產業人才培育,0.98,產業人才培育;能源;智慧製造;物聯網;資安,0.98;0.003;0.003;0.003;0.002
MP10602-0300,扶植中小企業與創新創業計畫(1/4),創新創業,創新創業,0.986,創新創業;農業;物聯網;政策規劃與推動;中小（堅）企業輔導,0.986;0.002;0.002;0.001;0.001
MP10501-0127,建築資訊整合分享與應用研發推廣計畫(3/4)-Building Information Modeling,災害防救,災害防救,0.991,災害防救;網路通訊/4G/5G/5G+/6G;政策規劃與推動;氣候變遷與減碳;物聯網,0.991;0.002;0.001;0.001;0.001
MP10802-0258,強化輻射災害應變與管制技術之研究(1/4),災害防救,災害防救,0.991,災害防救;網路通訊/4G/5G/5G+/6G;氣候變遷與減碳;政策規劃與推動;物聯網,0.991;0.002;0.001;0.001;0.001
MP10602-0267,參與先進國際標準制定、研析國際標準調和國家標準及活絡產業標準(1/4),國家標準檢驗,國家標準檢驗,0.963,國家標準檢驗;能源;智慧醫療;網路通訊/4G/5G/5G+/6G;氣候變遷與減碳,0.963;0.007;0.005;0.005;0.003
CP10603-0012,5G/B5G 無線通訊網路技術研發計畫(1/3),網路通訊/4G/5G/5G+/6G,網路通訊/4G/5G/5G+/6G,0.986,網路通訊/4G/5G/5G+/6G;長照與社會福利;災害防救;產業人才培育;國家標準檢驗,0.986;0.002;0.002;0.001;0.001
MP10802-0276,全國職業安全衛生智能發展計畫(1/4),職安,職安,0.922,職安;專利與智財;創新創業;智慧醫療;國防,0.922;0.008;0.007;0.007;0.007
MP10401-0278,管理顧問服務科技發展計畫(4/4),中小（堅）企業輔導,中小（堅）企業輔導,0.977,中小（堅）企業輔導;產業人才培育;創新創業;工研院與A+;政策規劃與推動,0.977;0.004;0.002;0.002;0.002
MP10501-0052,汽、機及自行車產業發展推動計畫(2/4),運輸載具,運輸載具,0.958,運輸載具;國防;傳統產業高值化;災害防救;智慧交通,0.958;0.008;0.008;0.004;0.003
MP10905-0050,文化科技5G創新垂直應用場域建構及營運計畫(1/4),網路通訊/4G/5G/5G+/6G,網路通訊/4G/5G/5G+/6G,0.988,網路通訊/4G/5G/5G+/6G;災害防救;長照與社會福利;國家標準檢驗;AI、雲端、巨量資料,0.988;0.002;0.002;0.002;0.001
CP10601-0003,國家災害防救科技中心發展計畫(1/1),災害防救,災害防救,0.991,災害防救;網路通訊/4G/5G/5G+/6G;氣候變遷與減碳;政策規劃與推動;物聯網,0.991;0.002;0.001;0.001;0.001
MP10707-0033,園區智慧機器人創新自造基地計畫(2/4),AI、雲端、巨量資料,AI、雲端、巨量資料,0.977,AI、雲端、巨量資料;產業人才培育;晶片半導體;虛擬實境;數位轉型與智慧政府,0.977;0.003;0.003;0.003;0.002
MP10902-0237,肌耐力增強型動力外骨骼系統研製與驗證(2/4),國防,國防,0.912,國防;運輸載具;能源;產業人才培育;創新創業,0.912;0.076;0.029;0.007;0.006
CP10302-0002,災害防救科技發展與應用(2/4)-國家災害防救科技中心發展計畫,災害防救,災害防救,0.991,災害防救;網路通訊/4G/5G/5G+/6G;氣候變遷與減碳;政策規劃與推動;物聯網,0.991;0.002;0.001;0.001;0.001
